0:01:6:00:00,0,4
0:01:17:00:00,4,0
1:01:6:00:00,0,4
1:01:17:00:00,4,0
2:01:6:00:00,0,4
2:01:17:00:00,4,0
3:01:6:00:00,0,4
3:01:17:00:00,4,0
4:01:6:00:00,0,4
4:01:17:00:00,4,0
5:01:6:00:00,0,4
5:01:18:00:00,4,0
7:01:6:00:00,0,4
7:01:17:00:00,4,0
8:01:6:00:00,0,4
8:01:17:00:00,4,0
9:01:6:00:00,0,4
9:01:17:00:00,4,0
10:01:6:00:00,0,4
10:01:17:00:00,4,0
11:01:6:00:00,0,4
11:01:17:00:00,4,0
12:01:6:00:00,0,4
12:01:18:00:00,4,0
14:01:6:00:00,0,4
14:01:17:00:00,4,0
15:01:6:00:00,0,4
15:01:17:00:00,4,0
16:01:6:00:00,0,4
16:01:17:00:00,4,0
17:01:6:00:00,0,4
17:01:17:00:00,4,0
18:01:6:00:00,0,4
18:01:17:00:00,4,0
19:01:6:00:00,0,4
19:01:18:00:00,4,0
21:01:6:00:00,0,4
21:01:17:00:00,4,0
22:01:6:00:00,0,4
22:01:17:00:00,4,0
23:01:6:00:00,0,4
23:01:17:00:00,4,0
24:01:6:00:00,0,4
24:01:17:00:00,4,0
25:01:6:00:00,0,4
25:01:17:00:00,4,0
26:01:6:00:00,0,4
26:01:18:00:00,4,0
28:01:6:00:00,0,4
28:01:17:00:00,4,0
29:01:6:00:00,0,4
29:01:17:00:00,4,0
30:01:6:00:00,0,4
30:01:17:00:00,4,0
31:01:6:00:00,0,4
31:01:17:00:00,4,0
32:01:6:00:00,0,4
32:01:17:00:00,4,0
33:01:6:00:00,0,4
33:01:18:00:00,4,0
