1:01:6:30:00,3,0
1:01:7:00:00,0,3
1:01:9:00:00,0,3
1:01:9:30:00,3,0
1:01:11:30:00,0,3
1:01:11:30:00,3,0
1:01:13:00:00,0,3
1:01:14:00:00,3,0
1:01:16:00:00,0,3
1:01:16:00:00,3,0
1:01:18:00:00,0,3
1:01:18:00:00,3,0
1:01:20:30:00,0,3
1:01:20:30:00,3,0
2:01:6:30:00,3,0
2:01:7:00:00,0,3
2:01:9:00:00,0,3
2:01:9:30:00,3,0
2:01:11:30:00,0,3
2:01:11:30:00,3,0
2:01:13:00:00,0,3
2:01:14:00:00,3,0
2:01:16:00:00,0,3
2:01:16:00:00,3,0
2:01:18:00:00,0,3
2:01:18:00:00,3,0
2:01:20:30:00,0,3
2:01:20:30:00,3,0
3:01:6:30:00,3,0
3:01:7:00:00,0,3
3:01:9:00:00,0,3
3:01:9:30:00,3,0
3:01:11:30:00,0,3
3:01:11:30:00,3,0
3:01:13:00:00,0,3
3:01:14:00:00,3,0
3:01:16:00:00,0,3
3:01:16:00:00,3,0
3:01:18:00:00,0,3
3:01:18:00:00,3,0
3:01:20:30:00,0,3
3:01:20:30:00,3,0
4:01:6:30:00,3,0
4:01:7:00:00,0,3
4:01:9:00:00,0,3
4:01:9:30:00,3,0
4:01:11:30:00,0,3
4:01:11:30:00,3,0
4:01:13:00:00,0,3
4:01:14:00:00,3,0
4:01:16:00:00,0,3
4:01:16:00:00,3,0
4:01:18:00:00,0,3
4:01:18:00:00,3,0
4:01:20:30:00,0,3
4:01:20:30:00,3,0
5:01:6:30:00,3,0
5:01:7:00:00,0,3
5:01:9:00:00,0,3
5:01:9:30:00,3,0
5:01:11:30:00,0,3
5:01:11:30:00,3,0
5:01:13:00:00,0,3
5:01:14:00:00,3,0
5:01:16:00:00,0,3
5:01:16:00:00,3,0
5:01:18:00:00,0,3
5:01:18:00:00,3,0
5:01:20:30:00,0,3
5:01:20:30:00,3,0
6:01:6:30:00,3,0
6:01:7:00:00,0,3
6:01:9:00:00,0,3
6:01:9:30:00,3,0
6:01:11:30:00,0,3
6:01:11:30:00,3,0
6:01:13:00:00,0,3
6:01:14:00:00,3,0
6:01:16:00:00,0,3
6:01:16:00:00,3,0
6:01:18:00:00,0,3
6:01:18:00:00,3,0
6:01:20:30:00,0,3
6:01:20:30:00,3,0
7:01:6:30:00,3,0
7:01:7:00:00,0,3
7:01:9:00:00,0,3
7:01:9:30:00,3,0
7:01:11:30:00,0,3
7:01:11:30:00,3,0
7:01:13:00:00,0,3
7:01:14:00:00,3,0
7:01:16:00:00,0,3
7:01:16:00:00,3,0
7:01:18:00:00,0,3
7:01:18:00:00,3,0
7:01:20:30:00,0,3
7:01:20:30:00,3,0
8:01:6:30:00,3,0
8:01:7:00:00,0,3
8:01:9:00:00,0,3
8:01:9:30:00,3,0
8:01:11:30:00,0,3
8:01:11:30:00,3,0
8:01:13:00:00,0,3
8:01:14:00:00,3,0
8:01:16:00:00,0,3
8:01:16:00:00,3,0
8:01:18:00:00,0,3
8:01:18:00:00,3,0
8:01:20:30:00,0,3
8:01:20:30:00,3,0
9:01:6:30:00,3,0
9:01:7:00:00,0,3
9:01:9:00:00,0,3
9:01:9:30:00,3,0
9:01:11:30:00,0,3
9:01:11:30:00,3,0
9:01:13:00:00,0,3
9:01:14:00:00,3,0
9:01:16:00:00,0,3
9:01:16:00:00,3,0
9:01:18:00:00,0,3
9:01:18:00:00,3,0
9:01:20:30:00,0,3
9:01:20:30:00,3,0
10:01:6:30:00,3,0
10:01:7:00:00,0,3
10:01:9:00:00,0,3
10:01:9:30:00,3,0
10:01:11:30:00,0,3
10:01:11:30:00,3,0
10:01:13:00:00,0,3
10:01:14:00:00,3,0
10:01:16:00:00,0,3
10:01:16:00:00,3,0
10:01:18:00:00,0,3
10:01:18:00:00,3,0
10:01:20:30:00,0,3
10:01:20:30:00,3,0
11:01:6:30:00,3,0
11:01:7:00:00,0,3
11:01:9:00:00,0,3
11:01:9:30:00,3,0
11:01:11:30:00,0,3
11:01:11:30:00,3,0
11:01:13:00:00,0,3
11:01:14:00:00,3,0
11:01:16:00:00,0,3
11:01:16:00:00,3,0
11:01:18:00:00,0,3
11:01:18:00:00,3,0
11:01:20:30:00,0,3
11:01:20:30:00,3,0
12:01:6:30:00,3,0
12:01:7:00:00,0,3
12:01:9:00:00,0,3
12:01:9:30:00,3,0
12:01:11:30:00,0,3
12:01:11:30:00,3,0
12:01:13:00:00,0,3
12:01:14:00:00,3,0
12:01:16:00:00,0,3
12:01:16:00:00,3,0
12:01:18:00:00,0,3
12:01:18:00:00,3,0
12:01:20:30:00,0,3
12:01:20:30:00,3,0
13:01:6:30:00,3,0
13:01:7:00:00,0,3
13:01:9:00:00,0,3
13:01:9:30:00,3,0
13:01:11:30:00,0,3
13:01:11:30:00,3,0
13:01:13:00:00,0,3
13:01:14:00:00,3,0
13:01:16:00:00,0,3
13:01:16:00:00,3,0
13:01:18:00:00,0,3
13:01:18:00:00,3,0
13:01:20:30:00,0,3
13:01:20:30:00,3,0
14:01:6:30:00,3,0
14:01:7:00:00,0,3
14:01:9:00:00,0,3
14:01:9:30:00,3,0
14:01:11:30:00,0,3
14:01:11:30:00,3,0
14:01:13:00:00,0,3
14:01:14:00:00,3,0
14:01:16:00:00,0,3
14:01:16:00:00,3,0
14:01:18:00:00,0,3
14:01:18:00:00,3,0
14:01:20:30:00,0,3
14:01:20:30:00,3,0
15:01:7:00:00,0,3
15:01:9:00:00,0,3
15:01:9:30:00,3,0
15:01:11:30:00,0,3
15:01:11:30:00,3,0
15:01:13:00:00,0,3
15:01:14:00:00,3,0
15:01:16:00:00,0,3
15:01:16:00:00,3,0
15:01:18:00:00,0,3
15:01:18:00:00,3,0
15:01:20:30:00,0,3
15:01:20:30:00,3,0
16:01:6:30:00,3,0
16:01:7:00:00,0,3
16:01:9:00:00,0,3
16:01:9:30:00,3,0
16:01:11:30:00,0,3
16:01:11:30:00,3,0
16:01:13:00:00,0,3
16:01:14:00:00,3,0
16:01:16:00:00,0,3
16:01:16:00:00,3,0
16:01:18:00:00,0,3
16:01:18:00:00,3,0
16:01:20:30:00,0,3
16:01:20:30:00,3,0
17:01:6:30:00,3,0
17:01:7:00:00,0,3
17:01:9:00:00,0,3
17:01:9:30:00,3,0
17:01:11:30:00,0,3
17:01:11:30:00,3,0
17:01:13:00:00,0,3
17:01:14:00:00,3,0
17:01:16:00:00,0,3
17:01:16:00:00,3,0
17:01:18:00:00,0,3
17:01:18:00:00,3,0
17:01:20:30:00,0,3
17:01:20:30:00,3,0
18:01:6:30:00,3,0
18:01:7:00:00,0,3
18:01:9:00:00,0,3
18:01:9:30:00,3,0
18:01:11:30:00,0,3
18:01:11:30:00,3,0
18:01:13:00:00,0,3
18:01:14:00:00,3,0
18:01:16:00:00,0,3
